level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2480	3509	-1	
2	1	1	0	0	0	119	251	2238	2181	-1	
3	1	1	1	0	0	119	251	2239	2181	-1	
4	1	1	1	1	0	185	251	2111	40	-1	
5	1	1	1	1	1	185	251	135	30	54.187492	Ethscfin
5	1	1	1	1	2	339	251	190	30	92.003929	AlGftatzsdi
5	1	1	1	1	3	548	251	204	37	91.816162	Contzacting
5	1	1	1	1	4	776	251	68	30	91.221581	Gs6
5	1	1	1	1	5	1650	243	40	52	55.950111	HY
5	1	1	1	1	6	1702	243	57	52	37.170162	GUO
5	1	1	1	1	7	1782	256	100	32	0.000000	Fal!
5	1	1	1	1	8	1896	259	58	32	11.887131	re
5	1	1	1	1	9	1963	256	26	25	56.459343	J
5	1	1	1	1	10	2001	259	60	16	14.957397	Rew
5	1	1	1	1	11	2072	257	26	29	20.624397	Gr
5	1	1	1	1	12	2110	256	42	35	51.962059	AE
5	1	1	1	1	13	2164	257	28	28	28.528358	a
5	1	1	1	1	14	2204	256	92	30	3.107765	deme
4	1	1	1	2	0	174	258	2130	112	-1	
5	1	1	1	2	1	174	294	229	38	91.378838	Al-Muzahimiyah.
5	1	1	1	2	2	416	294	95	38	90.190102	Wasila.
5	1	1	1	2	3	529	298	79	23	90.522011	t96S8
5	1	1	1	2	4	1189	258	201	112	0.000000	pA
5	1	1	1	2	5	1956	300	77	21	0.000000	VAVOA,
5	1	1	1	2	6	2062	300	44	21	39.826675	AU
5	1	1	1	2	7	2134	291	43	39	1.560547	Mpa
5	1	1	1	2	8	2178	300	126	26	2.355286	(AOA!
4	1	1	1	3	0	173	319	2128	56	-1	
5	1	1	1	3	1	173	335	33	21	91.721130	Cn
5	1	1	1	3	2	219	341	2	15	82.444672	:
5	1	1	1	3	3	234	335	190	21	0.000000	798790045324
5	1	1	1	3	4	1201	319	178	56	0.000000	——SJ
5	1	1	1	3	5	2085	339	16	11	40.906559	Ve
5	1	1	1	3	6	2116	339	51	14	43.436874	Wn
5	1	1	1	3	7	2181	343	1	6	55.619408	+
5	1	1	1	3	8	2192	339	56	22	54.737419	ye
5	1	1	1	3	9	2265	339	36	22	58.073135	00
4	1	1	1	4	0	177	372	2126	29	-1	
5	1	1	1	4	1	177	372	52	22	93.636490	VAT
5	1	1	1	4	2	243	372	47	22	93.636490	NO:
