level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3308	4678	-1	
2	1	1	0	0	0	242	256	2823	140	-1	
3	1	1	1	0	0	242	256	2823	140	-1	
4	1	1	1	1	0	242	256	2823	50	-1	
5	1	1	1	1	1	242	256	193	39	95.974792	Flutter
5	1	1	1	1	2	461	257	169	38	96.038147	Intern
5	1	1	1	1	3	2528	257	110	39	96.047630	June
5	1	1	1	1	4	2661	258	106	38	93.109337	2024
5	1	1	1	1	5	2788	280	28	1	90.345734	—
5	1	1	1	1	6	2836	257	100	49	95.963905	July
5	1	1	1	1	7	2959	258	106	38	95.963905	2024
4	1	1	1	2	0	242	345	709	51	-1	
5	1	1	1	2	1	242	346	188	50	90.888733	Spanixo
5	1	1	1	2	2	452	345	226	51	96.200699	Academy,
5	1	1	1	2	3	703	347	248	39	96.611053	Kozhikode
2	1	2	0	0	0	242	479	1483	50	-1	
3	1	2	1	0	0	242	479	1483	50	-1	
4	1	2	1	1	0	242	479	1483	50	-1	
5	1	2	1	1	1	242	493	21	22	92.318817	e
5	1	2	1	1	2	297	480	118	39	96.045021	Built
5	1	2	1	1	3	437	480	157	39	96.045021	mobile
5	1	2	1	1	4	616	480	57	39	96.596954	UI
5	1	2	1	1	5	696	493	166	26	96.082344	screens
5	1	2	1	1	6	884	480	85	39	96.533829	and
5	1	2	1	1	7	992	481	249	48	96.000526	navigation
5	1	2	1	1	8	1261	479	116	40	96.754517	flows
5	1	2	1	1	9	1399	481	124	48	96.392715	using
5	1	2	1	1	10	1544	480	181	39	95.740211	Flutter.
2	1	3	0	0	0	242	568	1643	51	-1	
3	1	3	1	0	0	242	568	1643	51	-1	
4	1	3	1	1	0	242	568	1643	51	-1	
5	1	3	1	1	1	242	583	21	22	92.952713	e
5	1	3	1	1	2	297	568	195	41	96.622284	Assisted
5	1	3	1	1	3	514	571	44	37	93.178558	in
5	1	3	1	1	4	579	570	199	39	92.504204	Firebase
5	1	3	1	1	5	800	571	260	48	96.333389	integration
5	1	3	1	1	6	1082	570	85	39	96.545998	and
5	1	3	1	1	7	1189	570	243	49	96.187599	debugging
5	1	3	1	1	8	1453	570	265	49	96.187599	application
5	1	3	1	1	9	1739	571	146	38	95.915306	issues.
2	1	4	0	0	0	243	722	322	46	-1	
3	1	4	1	0	0	243	722	322	46	-1	
4	1	4	1	1	0	243	722	322	46	-1	
5	1	4	1	1	1	243	722	322	46	96.656281	PROJECTS
2	1	5	0	0	0	242	849	2823	1667	-1	
3	1	5	1	0	0	242	849	2823	1667	-1	
4	1	5	1	1	0	242	849	921	56	-1	
5	1	5	1	1	1	242	866	21	22	92.294586	e
5	1	5	1	1	2	297	852	180	39	94.009567	Thrive
5	1	5	1	1	3	503	852	72	39	96.858574	Ed
5	1	5	1	1	4	605	849	159	56	96.742630	(Final
5	1	5	1	1	5	788	853	125	38	95.940193	Year
5	1	5	1	1	6	939	849	224	56	96.534927	Project)
4	1	5	1	2	0	297	943	653	49	-1	
5	1	5	1	2	1	297	943	300	49	96.302551	Languages:
5	1	5	1	2	2	628	943	122	49	95.968872	Dart,
5	1	5	1	2	3	775	943	175	49	96.927063	Python
4	1	5	1	3	0	297	1031	988	50	-1	
5	1	5	1	3	1	297	1031	361	50	96.630699	Technologies:
5	1	5	1	3	2	690	1032	180	49	95.701042	Flutter,
5	1	5	1	3	3	895	1032	182	49	95.701042	Django,
5	1	5	1	3	4	1102	1031	183	50	96.019424	MySQL
4	1	5	1	4	0	297	1120	2766	51	-1	
5	1	5	1	4	1	297	1122	246	49	96.491051	Developed
5	1	5	1	4	2	567	1135	56	26	93.280693	an
5	1	5	1	4	3	646	1120	349	41	90.692757	Android-based
5	1	5	1	4	4	1020	1122	273	39	96.363686	educational
5	1	5	1	4	5	1316	1121	205	50	95.979439	platform
5	1	5	1	4	6	1545	1121	195	50	96.227768	focusing
5	1	5	1	4	7	1763	1135	56	26	96.997192	on
5	1	5	1	4	8	1842	1122	176	39	96.798500	student
5	1	5	1	4	9	2043	1122	191	49	96.584480	learning
5	1	5	1	4	10	2257	1122	311	39	95.984901	enhancement
5	1	5	1	4	11	2593	1122	86	39	93.074043	and
5	1	5	1	4	12	2703	1121	200	40	92.500374	soft-skill
5	1	5	1	4	13	2927	1122	136	39	92.298225	devel-
4	1	5	1	5	0	297	1211	2522	50	-1	
5	1	5	1	5	1	297	1216	175	45	96.326691	opment
5	1	5	1	5	2	495	1213	124	48	93.291229	using
5	1	5	1	5	3	641	1211	252	40	92.356056	SEL-based
5	1	5	1	5	4	914	1212	207	49	96.380592	tracking,
5	1	5	1	5	5	1146	1216	167	35	96.515930	mentor
5	1	5	1	5	6	1335	1213	269	48	96.239922	interaction,
5	1	5	1	5	7	1629	1212	280	49	96.797791	dashboards,
5	1	5	1	5	8	1934	1212	86	39	96.226097	and
5	1	5	1	5	9	2042	1212	233	39	96.478500	classroom
5	1	5	1	5	10	2296	1216	301	45	95.846130	management
5	1	5	1	5	11	2620	1211	199	40	95.846130	features.
4	1	5	1	6	0	242	1301	267	38	-1	
5	1	5	1	6	1	242	1314	21	22	89.878799	e
5	1	5	1	6	2	297	1301	212	38	91.799377	FestEve
4	1	5	1	7	0	297	1391	439	49	-1	
5	1	5	1	7	1	297	1391	300	49	96.366356	Languages:
5	1	5	1	7	2	628	1391	108	39	96.341347	Dart
4	1	5	1	8	0	297	1480	797	50	-1	
5	1	5	1	8	1	297	1480	361	50	95.875336	Technologies:
5	1	5	1	8	2	690	1481	180	49	93.300011	Flutter,
5	1	5	1	8	3	895	1481	199	39	92.366661	Firebase
4	1	5	1	9	0	297	1570	2766	49	-1	
5	1	5	1	9	1	297	1570	214	49	96.365959	Designed
5	1	5	1	9	2	535	1583	25	26	96.816170	a
5	1	5	1	9	3	583	1570	156	49	96.810677	college
5	1	5	1	9	4	762	1574	124	35	95.571655	event
5	1	5	1	9	5	910	1574	302	45	96.410759	management
5	1	5	1	9	6	1236	1570	265	49	96.642883	application
5	1	5	1	9	7	1523	1570	106	39	96.675255	with
5	1	5	1	9	8	1651	1574	123	35	96.475304	event
5	1	5	1	9	9	1798	1571	287	48	96.117241	registration,
5	1	5	1	9	10	2111	1570	221	39	95.894447	volunteer
5	1	5	1	9	11	2355	1570	312	49	96.516991	coordination,
5	1	5	1	9	12	2693	1570	213	39	93.035858	real-time
5	1	5	1	9	13	2930	1583	133	26	92.509438	score-
4	1	5	1	10	0	296	1660	843	49	-1	
5	1	5	1	10	1	296	1660	172	49	96.346436	boards,
5	1	5	1	10	2	493	1660	85	39	96.307404	and
5	1	5	1	10	3	600	1661	163	38	96.642380	instant
5	1	5	1	10	4	785	1660	133	39	96.560806	result
5	1	5	1	10	5	941	1660	198	49	96.714439	updates.
4	1	5	1	11	0	242	1749	302	39	-1	
5	1	5	1	11	1	242	1763	21	22	88.617599	e
5	1	5	1	11	2	297	1749	247	39	89.636826	FinTrack
4	1	5	1	12	0	297	1838	581	50	-1	
5	1	5	1	12	1	297	1839	300	49	96.243965	Languages:
5	1	5	1	12	2	628	1839	121	49	95.756905	PHP,
5	1	5	1	12	3	775	1838	103	50	95.394585	SQL
4	1	5	1	13	0	297	1928	896	50	-1	
5	1	5	1	13	1	297	1928	361	50	93.257820	Technologies:
5	1	5	1	13	2	691	1928	294	50	91.988754	Codelgniter,
5	1	5	1	13	3	1009	1928	184	50	95.940186	MySQL
4	1	5	1	14	0	298	2018	2767	50	-1	
5	1	5	1	14	1	298	2018	186	40	96.760620	Created
5	1	5	1	14	2	503	2032	25	26	96.959770	a
5	1	5	1	14	3	545	2019	245	39	96.368866	web-based
5	1	5	1	14	4	808	2018	200	40	96.519516	financial
5	1	5	1	14	5	1027	2023	301	45	96.408218	management
5	1	5	1	14	6	1348	2023	162	45	96.507965	system
5	1	5	1	14	7	1527	2023	47	35	96.676064	to
5	1	5	1	14	8	1592	2019	121	39	96.734383	track
5	1	5	1	14	9	1731	2020	178	48	96.342880	income,
5	1	5	1	14	10	1931	2032	219	36	96.724594	expenses,
5	1	5	1	14	11	2171	2020	303	48	96.355225	transactions,
5	1	5	1	14	12	2496	2019	86	39	96.497673	and
5	1	5	1	14	13	2601	2023	199	45	96.669365	generate
5	1	5	1	14	14	2819	2019	246	39	96.599007	structured
4	1	5	1	15	0	296	2107	402	50	-1	
5	1	5	1	15	1	296	2107	200	40	96.450050	financial
5	1	5	1	15	2	517	2112	181	45	96.888618	reports.
4	1	5	1	16	0	242	2197	283	39	-1	
5	1	5	1	16	1	242	2211	21	22	91.457535	e
5	1	5	1	16	2	297	2197	228	39	88.206818	Halwaaz
4	1	5	1	17	0	297	2287	1203	50	-1	
5	1	5	1	17	1	297	2288	300	49	96.279953	Languages:
5	1	5	1	17	2	628	2288	121	49	95.626472	PHP,
5	1	5	1	17	3	774	2288	176	49	95.828560	HTML,
5	1	5	1	17	4	975	2287	110	50	95.659973	CSS,
5	1	5	1	17	5	1110	2287	262	50	96.096397	JavaScript,
5	1	5	1	17	6	1398	2287	102	50	95.549171	SQL
4	1	5	1	18	0	297	2376	942	50	-1	
5	1	5	1	18	1	297	2376	361	50	93.127045	Technologies:
5	1	5	1	18	2	691	2376	281	50	91.463142	Codelgniter
5	1	5	1	18	3	994	2378	37	48	96.190727	4,
5	1	5	1	18	4	1055	2376	184	50	96.709030	MySQL
4	1	5	1	19	0	297	2467	2768	49	-1	
5	1	5	1	19	1	297	2467	246	49	96.589920	Developed
5	1	5	1	19	2	566	2480	55	26	96.476212	an
5	1	5	1	19	3	643	2480	279	26	96.222481	e-commerce
5	1	5	1	19	4	944	2467	91	39	96.222481	web
5	1	5	1	19	5	1058	2467	265	49	95.780922	application
5	1	5	1	19	6	1344	2467	201	49	95.751640	enabling
5	1	5	1	19	7	1566	2467	348	39	96.477737	administrators
5	1	5	1	19	8	1936	2471	46	35	96.159561	to
5	1	5	1	19	9	2005	2480	181	36	96.159561	manage
5	1	5	1	19	10	2207	2467	209	49	96.383591	products
5	1	5	1	19	11	2439	2467	85	39	96.725304	and
5	1	5	1	19	12	2547	2468	230	48	95.706482	inventory,
5	1	5	1	19	13	2802	2467	123	39	96.632919	while
5	1	5	1	19	14	2948	2480	117	26	96.879204	users
2	1	6	0	0	0	297	2557	1208	49	-1	
3	1	6	1	0	0	297	2557	1208	49	-1	
4	1	6	1	1	0	297	2557	1208	49	-1	
5	1	6	1	1	1	297	2570	80	26	96.811745	can
5	1	6	1	1	2	397	2557	163	39	96.058472	browse
5	1	6	1	1	3	582	2558	138	48	95.920395	items,
5	1	6	1	1	4	745	2570	181	36	96.807526	manage
5	1	6	1	1	5	948	2561	126	45	96.354118	carts,
5	1	6	1	1	6	1099	2557	85	39	96.354118	and
5	1	6	1	1	7	1205	2557	121	49	95.643066	place
5	1	6	1	1	8	1348	2557	157	39	95.643066	orders.
2	1	7	0	0	0	241	2709	1785	419	-1	
3	1	7	1	0	0	244	2709	521	47	-1	
4	1	7	1	1	0	244	2709	521	47	-1	
5	1	7	1	1	1	244	2709	521	47	96.114922	CERTIFICATIONS
3	1	7	2	0	0	241	2838	1249	50	-1	
4	1	7	2	1	0	241	2838	1249	50	-1	
5	1	7	2	1	1	241	2839	106	39	96.726646	Java
5	1	7	2	1	2	368	2839	90	39	95.951134	Full
5	1	7	2	1	3	481	2838	128	40	96.828239	Stack
5	1	7	2	1	4	630	2839	246	39	96.564651	Front-End
5	1	7	2	1	5	898	2839	310	49	92.955811	Development
5	1	7	2	1	6	1229	2862	28	1	91.815872	—
5	1	7	2	1	7	1278	2838	212	40	92.150757	Coursera
3	1	7	3	0	0	241	2927	1785	201	-1	
4	1	7	3	1	0	241	2927	1785	51	-1	
5	1	7	3	1	1	241	2929	168	39	94.649490	Flutter
5	1	7	3	1	2	431	2929	86	39	94.649490	and
5	1	7	3	1	3	539	2929	122	39	96.693642	Dart:
5	1	7	3	1	4	692	2929	264	49	95.792366	Developing
5	1	7	3	1	5	977	2928	98	50	38.353191	iOS,
5	1	7	3	1	6	1100	2927	208	51	96.799316	Android,
5	1	7	3	1	7	1333	2929	85	39	96.836662	and
5	1	7	3	1	8	1440	2929	161	39	96.684204	Mobile
5	1	7	3	1	9	1623	2927	121	51	93.272636	Apps
5	1	7	3	1	10	1764	2952	28	1	91.643211	—
5	1	7	3	1	11	1813	2928	213	40	92.055565	Coursera
4	1	7	3	2	0	243	3081	823	47	-1	
5	1	7	3	2	1	243	3081	336	47	96.227020	RELEVANT
5	1	7	3	2	2	614	3081	452	47	96.399872	COURSEWORK
2	1	8	0	0	0	242	3212	1039	231	-1	
3	1	8	1	0	0	242	3212	1039	231	-1	
4	1	8	1	1	0	242	3212	491	49	-1	
5	1	8	1	1	1	242	3225	21	22	92.205986	e
5	1	8	1	1	2	296	3212	105	39	96.552773	Web
5	1	8	1	1	3	423	3212	310	49	96.228699	Development
4	1	8	1	2	0	242	3298	1039	56	-1	
5	1	8	1	2	1	242	3315	21	22	92.709167	e
5	1	8	1	2	2	297	3302	220	39	95.521439	Database
5	1	8	1	2	3	539	3302	306	49	95.521439	Management
5	1	8	1	2	4	869	3301	191	50	96.063591	Systems
5	1	8	1	2	5	1086	3298	195	56	96.260048	(DBMS)
4	1	8	1	3	0	242	3387	975	56	-1	
5	1	8	1	3	1	242	3404	21	22	92.941673	e
5	1	8	1	3	2	298	3390	389	50	96.036499	Object-Oriented
5	1	8	1	3	3	709	3391	327	49	96.197960	Programming
5	1	8	1	3	4	1061	3387	156	56	96.618011	(OOP)
2	1	9	0	0	0	243	3542	1031	47	-1	
3	1	9	1	0	0	243	3542	1031	47	-1	
4	1	9	1	1	0	243	3542	1031	47	-1	
5	1	9	1	1	1	243	3544	638	45	96.246918	EXTRACURRICULAR
5	1	9	1	1	2	912	3542	362	47	96.756630	ACTIVITIES
2	1	10	0	0	0	241	3673	2824	50	-1	
3	1	10	1	0	0	241	3673	2824	50	-1	
4	1	10	1	1	0	241	3673	2824	50	-1	
5	1	10	1	1	1	241	3674	156	38	95.745270	Event
5	1	10	1	1	2	422	3673	334	40	92.775932	Coordinator
5	1	10	1	1	3	773	3697	28	1	90.212738	—
5	1	10	1	1	4	819	3673	295	40	96.683441	Coordinated
5	1	10	1	1	5	1133	3674	156	49	96.684181	college
5	1	10	1	1	6	1308	3678	89	35	96.232094	arts
5	1	10	1	1	7	1416	3673	80	40	96.403214	fest
5	1	10	1	1	8	1516	3675	226	48	96.519737	activities,
5	1	10	1	1	9	1764	3674	67	39	94.873604	led
5	1	10	1	1	10	1850	3687	25	26	93.284142	a
5	1	10	1	1	11	1896	3674	261	39	89.837143	10-member
5	1	10	1	1	12	2174	3678	130	45	96.166862	team,
5	1	10	1	1	13	2327	3674	211	49	96.769104	managed
5	1	10	1	1	14	2557	3674	200	49	95.856689	logistics,
5	1	10	1	1	15	2779	3674	86	39	96.388756	and
5	1	10	1	1	16	2884	3674	181	39	96.648773	ensured
2	1	11	0	0	0	241	3763	490	40	-1	
3	1	11	1	0	0	241	3763	490	40	-1	
4	1	11	1	1	0	241	3763	490	40	-1	
5	1	11	1	1	1	241	3763	230	40	95.534660	successful
5	1	11	1	1	2	493	3765	238	38	96.073837	execution.
